world,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
world,0.153,-0.089,-0.193,0.271,-0.179,0.091,-0.31,0.273,0.006,0.227,0.335,0.443,0.084,0.459,0.124,-0.03,0.242,0.4,0.56,0.335,0.645,0.47,0.187,0.352,0.51,0.839,0.367,0.66,0.996,0.787,0.732,0.833,1.018,0.89,0.908,1.09,0.982,1.181,0.92,0.944,1.205,0.907,1.058,1.007,1.042,1.406,1.658,1.424,1.284,1.449,1.713,1.442
