Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_brand,CPU_vel,GPU,first_size,first_type,second_size,second_type,Touchscreen,Ips,X_res,Y_res,ppi,os,Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,GPU_name_encoded,first_type_name_encoded,second_type_name_encoded,os_name_encoded
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,0 HDD,Intel HD Graphics 520,No OS,2.8,10900,Intel Core i3,2.0,Intel,0,HDD,0,None,0,0,1920,1080,127.33567457123111,Others/No OS/Linux,10,3,24,2,1,2,1
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.29,9500,Intel Core i3,2.3,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,24,2,1,2,2
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.37,42000,Intel Core i7,2.7,Intel,512,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,10,0,26,2,3,2,2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Intel HD Graphics 630,Windows 10,1.7,30600,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,3,25,2,3,2,2
Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.34,34700,Intel Core i5,2.5,Intel,256,SSD,0,None,1,0,1920,1080,176.23257360658386,Windows,4,0,25,2,3,2,2
Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia Quadro M620,Windows 10,2.06,36600,Intel Core i7,2.8,Nvidia,256,SSD,0,None,1,0,1920,1080,141.21199808219862,Windows,4,5,26,3,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,25300,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,26,2,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,0 HDD,Intel HD Graphics 620,Windows 10,2.1,13800,Intel Core i3,2.4,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,24,2,1,2,2
Acer,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.6,6800,Other Intel Processor,1.1,Intel,32,Flash,0,None,0,0,1920,1080,157.3505121487356,Windows,0,3,27,2,0,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 970M,Windows 10,4.14,45600,Intel Core i7,2.7,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon R5 M420,Linux,2.18,9600,Intel Core i3,2.0,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,24,0,1,2,1
MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,47700,Intel Core i7,2.8,Nvidia,256,SSD,2000,HDD,0,0,3840,2160,282.42399616439724,Windows,11,1,26,3,3,0,2
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,2.2,29000,Intel Core i7,2.5,Intel,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,16,3,26,2,3,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,1000 HDD,Intel HD Graphics 620,Windows 10,2.4,11700,Intel Core i5,2.5,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,25,2,1,2,2
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Intel HD Graphics 630,Windows 10,2.0,26900,Intel Core i7,2.8,Intel,256,SSD,0,None,1,1,1920,1080,141.21199808219862,Windows,10,0,26,2,3,2,2
Acer,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128 Flash Storage,Intel HD Graphics 405,Windows 10,1.6,7200,Other Intel Processor,1.6,Intel,128,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,0,3,27,2,0,2,2
Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1000 SSD,Nvidia Quadro M2200M,Windows 10,2.5,101700,Other Intel Processor,3.1,Nvidia,1000,SSD,0,None,0,1,3840,2160,282.42399616439724,Windows,10,3,27,3,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1000 HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,18200,Intel Core i7,2.6,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,1,2,2
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1000 HDD,Intel HD Graphics 520,Linux,2.18,9200,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,24,2,1,2,1
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1000 HDD,Intel HD Graphics 520,Linux,2.25,7400,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,24,2,1,2,1
Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,0 HDD,Intel HD Graphics 620,Linux,1.93,18000,Intel Core i5,2.6,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,25,2,1,2,1
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,24200,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128 SSD,AMD Radeon R5 M420,Linux,2.18,11800,Intel Core i5,2.5,AMD,128,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,25,0,3,2,1
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.84,28800,Intel Core i7,2.7,Intel,512,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,4,26,2,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,47100,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,7800,Other Intel Processor,1.6,Intel,32,Flash,0,None,1,1,1366,768,135.0942111925629,Others/No OS/Linux,0,0,27,2,0,2,1
HP,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.31,23300,Intel Core i5,2.6,Intel,256,SSD,0,None,0,0,1366,768,111.93520355955211,Windows,7,3,25,2,3,2,2
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.65,30400,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,10,3,25,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1000 HDD,AMD Radeon 530,Windows 10,2.2,16100,Intel Core i5,1.6,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,0,1,2,2
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.2,16600,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,5,3,25,2,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 7,1.88,19300,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,25,2,1,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.2,18600,Intel Core i7,2.7,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,26,3,1,2,2
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32 Flash Storage,Intel HD Graphics,Windows 10,1.4,4900,Other Intel Processor,1.44,Intel,32,Flash,0,None,0,0,1920,1080,157.3505121487356,Windows,12,3,27,2,0,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128 SSD,Intel HD Graphics 620,No OS,2.2,9700,Intel Core i5,2.5,Intel,128,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,10,3,25,2,3,2,1
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,1000 HDD,Intel HD Graphics 620,Windows 10,1.5,13200,Intel Core i5,2.5,Intel,1000,HDD,0,None,1,0,1920,1080,165.6321180513006,Windows,2,0,25,2,1,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,37800,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,26,3,3,2,2
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.1,39400,Intel Core i7,2.7,Intel,512,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,4,26,2,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,30700,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256 SSD,Intel UHD Graphics 620,Windows 10,1.8,17200,Intel Core i5,1.6,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,25,2,3,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 920MX ,Windows 10,2.2,12000,Intel Core i3,2.0,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,24,3,1,2,2
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,1000 HDD,Intel HD Graphics 500,Windows 10,2.0,8200,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,2,3,27,2,1,2,2
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,18800,Intel Core i5,2.5,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,3,25,3,1,2,2
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.23,38800,Intel Core i5,1.6,Intel,256,SSD,0,None,1,0,3200,1800,276.053530085501,Windows,4,4,25,2,3,2,2
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.42,5100,Other Intel Processor,1.6,Intel,32,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,10,3,27,2,0,2,2
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.37,36500,Intel Core i7,2.7,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,10,0,26,2,3,2,2
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1000 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,49800,Intel Core i7,2.8,Nvidia,1000,SSD,0,None,1,0,3840,2160,282.42399616439724,Windows,4,3,26,3,3,2,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5,23000,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,10,1,26,3,3,0,2
HP,Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,8,1000 HDD,AMD Radeon R5,Windows 10,2.6,10800,AMD A9-Series 9420,3.0,AMD,1000,HDD,0,None,0,0,1600,900,107.98564559226952,Windows,7,3,11,0,1,2,2
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.14,50900,Intel Core i7,2.7,Intel,512,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,4,26,2,3,2,2
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5,24200,Intel Core i7,2.8,Nvidia,1000,HDD,0,None,0,1,1920,1080,141.21199808219862,Others/No OS/Linux,2,1,26,3,1,2,1
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.4,9300,Intel Core i3,2.0,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,24,2,1,2,2
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 Flash Storage,Intel HD Graphics,Windows 10,1.43,5600,Other Intel Processor,1.6,Intel,32,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,10,3,27,2,0,2,2
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel Graphics 620,Windows 10,1.8,19000,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,0,4,25,2,3,2,2
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,54000,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,14,1,26,3,3,2,2
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.2,25200,Intel Core i5,2.3,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,16,3,25,2,3,2,2
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,32900,Intel Core i7,2.7,Intel,256,SSD,0,None,0,1,1920,1080,176.23257360658386,Windows,10,4,26,2,3,2,2
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512 SSD,Nvidia GeForce GTX 1080,Windows 10,3.8,58100,Intel Core i7,2.7,Nvidia,512,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,2,1,26,3,3,2,2
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,14700,Intel Core i5,2.5,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,0,1,25,3,1,2,1
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,30100,Intel Core i5,1.6,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,4,4,25,2,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,24700,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,0 HDD,Intel HD Graphics 520,No OS,1.86,7500,Intel Core i3,2.0,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,7,3,24,2,1,2,1
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,0 HDD,Intel HD Graphics 620,Windows 10,2.0,22100,Intel Core i5,2.5,Intel,0,HDD,0,None,0,1,1920,1080,141.21199808219862,Windows,16,3,25,2,1,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon 530,Windows 10,2.2,19000,Intel Core i7,1.8,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,26,0,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.2,23500,Intel Core i7,1.8,AMD,256,SSD,2000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,3,26,0,3,0,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 960,Windows 10,3.31,24800,Intel Core i7,2.6,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,10,1,26,3,3,0,2
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,65300,Intel Core i7,2.8,Nvidia,512,SSD,1000,HDD,0,1,3840,2160,254.67134914246222,Windows,4,1,26,3,3,0,2
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.56,25500,Intel Core i5,2.4,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,4,3,25,2,3,2,2
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,0 HDD,Intel HD Graphics 500,Windows 10,2.2,8700,Other Intel Processor,1.1,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,27,2,1,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.2,11100,Intel Core i5,2.3,Intel,0,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,25,2,1,2,2
HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1000 HDD,AMD Radeon R5 M430,Windows 10,2.04,11100,Intel Core i3,2.0,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,24,0,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,30800,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,10300,Intel Core i3,2.1,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,16,3,24,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.06,19800,Intel Core i5,2.5,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,2,1,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon 530,Windows 10,2.1,15400,Intel Core i7,2.7,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,26,0,1,2,2
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,26100,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,16,3,25,2,3,2,2
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Linux,2.1,8500,Intel Core i3,2.0,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,0,3,24,2,3,2,1
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252,38800,Intel Core i7,2.8,Intel,256,SSD,0,None,1,0,2256,1504,200.84255993695703,Windows,13,4,26,2,3,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 SSD +  1000 HDD,AMD Radeon R5 M430,Windows 10,1.9,16900,Intel Core i5,2.5,AMD,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,10,3,25,0,3,0,2
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.3,21400,Intel Core i5,2.5,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,10,0,25,2,3,2,2
Lenovo,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128 SSD,AMD Radeon R2 Graphics,Windows 10,2.2,7200,AMD E-Series E2-9000,2.2,AMD,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,18,0,3,2,2
HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128 SSD,Nvidia GeForce 940MX,Windows 10,1.63,14500,Intel Core i3,2.4,Nvidia,128,SSD,0,None,1,1,1920,1080,157.3505121487356,Windows,7,0,24,3,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,26800,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,11,1,26,3,3,0,2
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.1,23500,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,4,25,2,3,2,2
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64 Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,10200,Other Intel Processor,1.1,Intel,64,Flash,0,None,1,0,1366,768,135.0942111925629,Others/No OS/Linux,7,0,27,2,0,2,1
LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.09,47700,Intel Core i7,1.8,Intel,512,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,9,4,26,2,3,2,2
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,26900,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,0,1,25,3,3,2,2
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,20700,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,11,1,25,3,3,2,2
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128 SSD,Intel HD Graphics 500,Windows 10,1.86,8700,Other Intel Processor,1.1,Intel,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,2,3,27,2,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,42600,Intel Core i5,2.5,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,1,25,3,3,0,2
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,AMD Radeon R5 520,Windows 10,2.5,14500,Intel Core i3,2.0,AMD,256,SSD,0,None,0,1,1920,1080,127.33567457123111,Windows,7,3,24,0,3,2,2
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.19,31100,Intel Core i7,1.8,Intel,512,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,10,0,26,2,3,2,2
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,58400,Intel Core i7,2.9,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,1,26,3,3,0,2
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,0 HDD,AMD Radeon 520,Windows 10,1.86,12700,Intel Core i5,2.5,AMD,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,25,0,1,2,2
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon R5 M430,Windows 10,2.2,11300,Intel Core i3,2.0,AMD,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,24,0,1,2,2
