Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_brand,CPU_vel,GPU,first_size,first_type,second_size,second_type,Touchscreen,Ips,X_res,Y_res,ppi,os,Company_name_encoded,TypeName_name_encoded,Cpu_brand_name_encoded,GPU_name_encoded,first_type_name_encoded,second_type_name_encoded,os_name_encoded
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.26,27700,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,176.23257360658386,Windows,7,4,26,2,3,2,2
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1000 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,54800,Intel Core i7,2.8,Nvidia,1000,SSD,0,None,1,0,3840,2160,282.42399616439724,Windows,4,3,26,3,3,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,24900,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,19500,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,16,3,25,2,3,2,2
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD +  1000 HDD,Intel HD Graphics 620,Windows 10,2.0,27700,Intel Core i7,2.7,Intel,256,SSD,1000,HDD,0,0,1920,1080,157.3505121487356,Windows,2,3,26,2,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,9300,Intel Core i3,2.0,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,24,2,1,2,2
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,20700,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,2,1,26,3,3,2,2
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,26300,Intel Core i5,2.6,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,3,25,2,3,2,2
Dell,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,1.9,21700,Intel Core i5,1.6,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,4,4,25,3,3,0,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,23700,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,25,2,3,2,2
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Linux,2.0,5700,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,2,3,27,2,1,2,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.0,23700,Intel Core i5,1.6,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,25,3,3,2,2
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,0 HDD,Intel HD Graphics,Linux,2.2,5700,Other Intel Processor,1.6,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,4,3,27,2,1,2,1
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2000 HDD,AMD Radeon 530,Windows 10,2.2,18600,AMD A12-Series 9720P,3.6,AMD,2000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,4,0,1,2,2
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1000 HDD,Nvidia GeForce 930MX ,Windows 10,2.1,14800,Intel Core i3,2.4,Nvidia,1000,HDD,0,None,0,1,1920,1080,141.21199808219862,Windows,7,3,24,3,1,2,2
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.4,43600,Intel Core i7,1.8,Intel,512,SSD,0,None,1,1,3840,2160,316.96506044349616,Windows,10,0,26,2,3,2,2
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,32800,Intel Core i7,1.8,Intel,256,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,4,4,26,2,3,2,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,23400,Intel Core i7,2.8,Nvidia,256,SSD,2000,HDD,0,1,1920,1080,141.21199808219862,Windows,10,1,26,3,3,0,2
HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.44,5700,Other Intel Processor,1.6,Intel,32,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,7,3,27,2,0,2,2
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512 SSD +  256 SSD,Intel UHD Graphics 620,Windows 10,1.88,33400,Intel Core i7,1.9,Intel,512,SSD,256,SSD,0,0,1920,1080,141.21199808219862,Windows,4,4,26,2,3,3,2
Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,7700,Other Intel Processor,1.1,Intel,32,Flash,0,None,1,0,1366,768,135.0942111925629,Windows,2,0,27,2,0,2,2
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,AMD Radeon 530,Windows 10,1.9,13700,Intel Core i5,1.6,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,4,25,0,1,2,2
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,42100,Intel Core i7,2.8,Nvidia,512,SSD,0,None,1,0,3840,2160,282.42399616439724,Windows,4,3,26,3,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,27000,Intel Core i7,2.7,Intel,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,26,2,3,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,29200,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.6,36100,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,5,26,3,3,2,2
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Nvidia GeForce 930M,Windows 10,2.4,29100,Intel Core i7,2.5,Nvidia,512,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,16,3,26,3,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.02,20100,Intel Core i7,1.8,AMD,128,SSD,2000,HDD,0,0,1920,1080,141.21199808219862,Windows,4,3,26,0,3,0,2
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,No OS,2.2,6600,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,10,3,27,2,1,2,1
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,20700,Intel Core i5,2.5,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,1,25,3,1,2,2
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2000 HDD,Intel HD Graphics 620,Windows 10,2.36,11500,Intel Core i5,2.5,Intel,2000,HDD,0,None,1,0,1366,768,100.45466986113651,Windows,4,3,25,2,1,2,2
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,29600,Intel Core i5,2.6,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,4,3,25,2,3,2,2
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,1.86,9100,Intel Core i3,2.0,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,24,2,1,2,2
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,19600,Intel Core i5,2.5,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,3,25,2,3,2,2
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128 SSD +  1000 HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,14900,Intel Core i5,2.5,Nvidia,128,SSD,1000,HDD,0,0,1600,900,106.11306214269258,Windows,10,3,25,3,3,0,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,13200,Intel Core i5,2.5,Intel,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,25,2,1,2,2
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256 SSD,Nvidia GeForce 920MX ,No OS,2.2,10300,Intel Core i3,2.0,Nvidia,256,SSD,0,None,0,0,1366,768,100.45466986113651,Others/No OS/Linux,10,3,24,3,3,2,1
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2000 HDD,Intel HD Graphics 405,Windows 10,2.04,8000,Other Intel Processor,1.6,Intel,2000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,7,3,27,2,1,2,2
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.8,22500,Intel Core i5,1.6,AMD,128,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,4,3,25,0,3,0,2
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,No OS,2.4,16800,Intel Core i5,2.5,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Others/No OS/Linux,10,1,25,3,3,0,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R7 M445,Windows 10,2.33,18600,Intel Core i7,2.7,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,3,26,0,3,2,2
HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,36300,Intel Core i7,2.7,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,7,4,26,2,3,2,2
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512 SSD +  2000 HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,22800,Intel Core i7,2.7,Nvidia,512,SSD,2000,HDD,1,0,1920,1080,141.21199808219862,Windows,2,0,26,3,3,0,2
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128 SSD,AMD Radeon R5,Windows 10,2.1,8800,AMD A9-Series 9420,3.0,AMD,128,SSD,0,None,0,0,1366,768,100.45466986113651,Windows,0,3,11,0,3,2,2
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.25,45600,AMD Ryzen 1700,3.0,AMD,256,SSD,1000,HDD,0,1,1920,1080,127.33567457123111,Windows,2,1,23,0,3,0,2
Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128 SSD,AMD Radeon R5,Windows 10,2.6,10100,AMD A8-Series 7410,2.2,AMD,128,SSD,0,None,0,0,1600,900,106.11306214269258,Windows,10,3,9,0,3,2,2
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.62,18000,Intel Core i7,1.8,Intel,256,SSD,0,None,1,0,1920,1080,165.6321180513006,Windows,4,0,26,2,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256 SSD,AMD Radeon R5,Windows 10,1.91,10100,AMD A9-Series 9420,3.0,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,11,0,3,2,2
Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128 SSD,Intel HD Graphics 500,Windows 10,1.59,11400,Other Intel Processor,1.1,Intel,128,SSD,0,None,0,1,1366,768,135.0942111925629,Windows,10,2,27,2,3,2,2
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,0 HDD,Intel HD Graphics 400,Windows 10,1.8,6400,Other Intel Processor,1.6,Intel,0,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,27,2,1,2,2
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,5900,Other Intel Processor,1.1,Intel,32,Flash,0,None,0,0,1366,768,111.93520355955211,Windows,2,3,27,2,0,2,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,17500,Intel Core i7,2.8,Nvidia,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,0,3,26,3,1,2,1
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,24700,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,127.33567457123111,Windows,7,1,26,3,3,0,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,No OS,1.85,8300,Intel Core i3,2.0,Intel,128,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,10,3,24,2,3,2,1
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,34300,Intel Core i7,2.8,Nvidia,128,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,2,1,26,3,3,0,2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.5,22800,Intel Core i5,2.5,Nvidia,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,3,25,3,3,2,2
Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.1,36300,Intel Core i7,2.7,Intel,512,SSD,0,None,1,0,1920,1080,165.6321180513006,Windows,2,4,26,2,3,2,2
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.13,47400,Intel Core i7,2.7,Intel,512,SSD,0,None,0,1,2560,1440,209.8006828649808,Windows,10,4,26,2,3,2,2
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.5,11400,Intel Core i3,2.4,Intel,128,SSD,0,None,0,1,1920,1080,165.6321180513006,Windows,10,3,24,2,3,2,2
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,0 HDD,AMD FirePro W5130M,Windows 10,2.23,28400,Intel Core i5,2.6,AMD,0,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,4,5,25,0,1,2,2
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.0,44300,Intel Core i7,2.7,Nvidia,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,4,5,26,3,3,2,2
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512 SSD,Intel HD Graphics 620,Windows 10,1.42,52100,Intel Core i7,2.7,Intel,512,SSD,0,None,1,0,2560,1440,209.8006828649808,Windows,10,0,26,2,3,2,2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,21500,Intel Core i7,2.8,Nvidia,1000,HDD,0,None,0,0,1920,1080,127.33567457123111,Windows,2,1,26,3,1,2,2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,33000,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,14400,Intel Core i5,1.6,Nvidia,1000,HDD,0,None,0,1,1366,768,100.45466986113651,Windows,0,3,25,3,1,2,2
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,28000,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R7 M445,Linux,2.33,16100,Intel Core i7,2.7,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,26,0,3,2,1
HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256 SSD,AMD Radeon 520,Windows 10,1.91,10300,AMD A9-Series 9420,3.0,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,4,11,0,3,2,2
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon RX 550,Windows 10,2.1,25500,Intel Core i7,1.8,AMD,256,SSD,0,None,0,1,1920,1080,141.21199808219862,Windows,10,3,26,0,3,2,2
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,19400,Intel Core i5,2.5,Intel,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,3,25,2,3,2,2
Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia Quadro M1200,Windows 10,1.78,56300,Intel Core i7,2.8,Nvidia,256,SSD,0,None,1,0,3840,2160,282.42399616439724,Windows,4,5,26,3,3,2,2
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1000 SSD,Intel HD Graphics 620,Windows 10,1.13,54500,Intel Core i7,2.7,Intel,1000,SSD,0,None,0,1,2560,1440,209.8006828649808,Windows,10,4,26,2,3,2,2
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.2,6300,Other Intel Processor,1.1,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,10,3,27,2,1,2,2
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,31700,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,2,1,26,3,3,0,2
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD +  1000 HDD,AMD Radeon RX 550,Windows 10,2.1,23700,Intel Core i5,1.6,AMD,256,SSD,1000,HDD,0,1,1920,1080,141.21199808219862,Windows,10,3,25,0,3,0,2
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Linux,2.5,18200,Intel Core i7,2.8,Nvidia,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,0,3,26,3,3,2,1
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,46700,Intel Core i7,2.8,Nvidia,256,SSD,1000,HDD,0,0,1920,1080,127.33567457123111,Windows,11,1,26,3,3,0,2
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.1,38900,Intel Core i7,2.7,Intel,512,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,2,4,26,2,3,2,2
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,1.2,36300,Intel Core i7,2.5,Intel,512,SSD,0,None,0,0,1920,1080,165.6321180513006,Windows,16,4,26,2,3,2,2
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512 SSD,Intel HD Graphics,Windows 10,1.36,34900,Intel Core i7,2.8,Intel,512,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,4,4,26,2,3,2,2
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,0 HDD,Intel HD Graphics 520,Windows 10,2.2,8400,Intel Core i3,2.0,Intel,0,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,3,24,2,1,2,2
Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.15,6300,Other Intel Processor,1.1,Intel,32,Flash,0,None,0,0,1366,768,135.0942111925629,Windows,10,3,27,2,0,2,2
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512 SSD,Nvidia Quadro M1200,Windows 10,2.67,39900,Intel Core i7,2.8,Nvidia,512,SSD,0,None,0,0,1920,1080,141.21199808219862,Windows,10,5,26,3,3,2,2
Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512 SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,40300,Intel Core i7,2.8,Nvidia,512,SSD,0,None,0,1,2560,1440,209.8006828649808,Windows,10,4,26,3,3,2,2
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon 520,Windows 10,2.1,9700,Intel Core i3,2.0,AMD,1000,HDD,0,None,0,0,1920,1080,141.21199808219862,Windows,7,3,24,0,1,2,2
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.6,16300,Intel Core i7,2.5,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,0,0,26,2,3,2,2
Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.27,19200,Intel Core i5,2.5,Intel,256,SSD,0,None,1,1,1920,1080,165.6321180513006,Windows,2,0,25,2,3,2,2
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,AMD Radeon R5 M430,Linux,2.3,12400,Intel Core i5,2.5,AMD,256,SSD,0,None,0,0,1920,1080,141.21199808219862,Others/No OS/Linux,4,3,25,0,3,2,1
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,1.65,14300,Intel Core i3,2.0,Intel,128,SSD,0,None,0,0,1366,768,117.82653006268643,Windows,4,3,24,2,3,2,2
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.43,31100,Intel Core i7,2.5,Intel,256,SSD,0,None,0,0,1920,1080,157.3505121487356,Windows,7,4,26,2,3,2,2
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.14,11200,Intel Core i5,2.5,Intel,1000,HDD,0,None,0,0,1366,768,100.45466986113651,Windows,4,3,25,2,1,2,2
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,AMD Radeon RX 550,Windows 10,1.75,25200,Intel Core i7,1.8,AMD,256,SSD,0,None,0,1,1920,1080,157.3505121487356,Windows,10,4,26,0,3,2,2
Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,39400,Intel Core i7,2.8,Nvidia,512,SSD,0,None,1,1,3840,2160,282.42399616439724,Windows,10,0,26,3,3,2,2
Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64 Flash Storage,Intel HD Graphics 500,Windows 10,1.4,9300,Other Intel Processor,1.1,Intel,64,Flash,0,None,0,1,2736,1824,267.3384360344031,Windows,3,3,27,2,0,2,2
